Country,Site,SppCode1,SppCode2,Spp1Det,Spp2Det,num.nights
Nepal,NEP59,HEUR,VIIN,0,0,15
Nepal,NEP60,HEUR,VIIN,0,0,15
Nepal,NEP61,HEUR,VIIN,0,0,15
Nepal,NEP62,HEUR,VIIN,0,0,15
Nepal,NEP63,HEUR,VIIN,0,0,15
Nepal,NEP64,HEUR,VIIN,0,0,15
Nepal,NEP65,HEUR,VIIN,0,0,15
Nepal,NEP66,HEUR,VIIN,0,0,15
Nepal,NEP67,HEUR,VIIN,0,0,15
Nepal,NEP68,HEUR,VIIN,0,0,15
Nepal,NEP69,HEUR,VIIN,0,0,15
Nepal,NEP70,HEUR,VIIN,0,2,15
Nepal,NEP71,HEUR,VIIN,0,1,15
Nepal,NEP72,HEUR,VIIN,0,0,15
Nepal,NEP73,HEUR,VIIN,0,0,15
Nepal,NEP74,HEUR,VIIN,0,0,15
Nepal,NEP75,HEUR,VIIN,0,0,15
Nepal,NEP76,HEUR,VIIN,0,0,15
Nepal,NEP77,HEUR,VIIN,0,1,15
Nepal,NEP78,HEUR,VIIN,0,0,15
Nepal,NEP01,HEUR,VIZI,0,2,15
Nepal,NEP02,HEUR,VIZI,0,0,15
Nepal,NEP03,HEUR,VIZI,0,0,15
Nepal,NEP04,HEUR,VIZI,0,0,15
Nepal,NEP05,HEUR,VIZI,0,0,15
Nepal,NEP06,HEUR,VIZI,0,0,15
Nepal,NEP07,HEUR,VIZI,0,0,15
Nepal,NEP08,HEUR,VIZI,0,1,15
Nepal,NEP09,HEUR,VIZI,0,0,15
Nepal,NEP10,HEUR,VIZI,0,1,15
Nepal,NEP11,HEUR,VIZI,0,0,15
Nepal,NEP12,HEUR,VIZI,0,0,15
Nepal,NEP13,HEUR,VIZI,0,0,15
Nepal,NEP14,HEUR,VIZI,0,1,15
Nepal,NEP15,HEUR,VIZI,0,0,15
Nepal,NEP16,HEUR,VIZI,0,0,15
Nepal,NEP17,HEUR,VIZI,1,3,15
Nepal,NEP18,HEUR,VIZI,1,0,15
Nepal,NEP19,HEUR,VIZI,3,1,15
Nepal,NEP20,HEUR,VIZI,5,0,15
Nepal,NEP21,HEUR,VIZI,0,0,15
Nepal,NEP22,HEUR,VIZI,0,0,15
Nepal,NEP23,HEUR,VIZI,0,0,15
Nepal,NEP24,HEUR,VIZI,0,0,15
Nepal,NEP25,HEUR,VIZI,0,0,15
Nepal,NEP26,HEUR,VIZI,0,0,15
Nepal,NEP27,HEUR,VIZI,0,0,15
Nepal,NEP28,HEUR,VIZI,0,1,15
Nepal,NEP29,HEUR,VIZI,0,0,15
Nepal,NEP30,HEUR,VIZI,0,0,15
Nepal,NEP31,HEUR,VIZI,0,0,15
Nepal,NEP32,HEUR,VIZI,0,0,15
Nepal,NEP33,HEUR,VIZI,0,0,15
Nepal,NEP34,HEUR,VIZI,0,0,15
Nepal,NEP35,HEUR,VIZI,0,0,15
Nepal,NEP36,HEUR,VIZI,0,0,15
Nepal,NEP37,HEUR,VIZI,0,1,15
Nepal,NEP38,HEUR,VIZI,0,0,15
Nepal,NEP39,HEUR,VIZI,0,0,15
Nepal,NEP40,HEUR,VIZI,0,2,15
Nepal,NEP41,HEUR,VIZI,0,2,15
Nepal,NEP42,HEUR,VIZI,0,0,15
Nepal,NEP43,HEUR,VIZI,0,0,15
Nepal,NEP44,HEUR,VIZI,0,0,15
Nepal,NEP45,HEUR,VIZI,0,1,15
Nepal,NEP46,HEUR,VIZI,0,0,15
Nepal,NEP47,HEUR,VIZI,0,0,15
Nepal,NEP48,HEUR,VIZI,0,3,15
Nepal,NEP49,HEUR,VIZI,0,2,15
Nepal,NEP50,HEUR,VIZI,0,5,15
Nepal,NEP51,HEUR,VIZI,0,7,15
Nepal,NEP52,HEUR,VIZI,0,1,15
Nepal,NEP53,HEUR,VIZI,0,1,15
Nepal,NEP54,HEUR,VIZI,5,3,15
Nepal,NEP55,HEUR,VIZI,0,0,15
Nepal,NEP56,HEUR,VIZI,0,0,15
Nepal,NEP57,HEUR,VIZI,1,0,15
Nepal,NEP58,HEUR,VIZI,0,0,15
Nepal,NEP59,HEUR,VIZI,0,0,15
Nepal,NEP60,HEUR,VIZI,0,0,15
Nepal,NEP61,HEUR,VIZI,0,0,15
Nepal,NEP62,HEUR,VIZI,0,0,15
Nepal,NEP63,HEUR,VIZI,0,0,15
Nepal,NEP64,HEUR,VIZI,0,0,15
Nepal,NEP65,HEUR,VIZI,0,0,15
Nepal,NEP66,HEUR,VIZI,0,0,15
Nepal,NEP67,HEUR,VIZI,0,0,15
Nepal,NEP68,HEUR,VIZI,0,0,15
Nepal,NEP69,HEUR,VIZI,0,0,15
Nepal,NEP70,HEUR,VIZI,0,0,15
Nepal,NEP71,HEUR,VIZI,0,0,15
Nepal,NEP72,HEUR,VIZI,0,0,15
Nepal,NEP73,HEUR,VIZI,0,0,15
Nepal,NEP74,HEUR,VIZI,0,0,15
Nepal,NEP75,HEUR,VIZI,0,1,15
Nepal,NEP76,HEUR,VIZI,0,0,15
Nepal,NEP77,HEUR,VIZI,0,0,15
Nepal,NEP78,HEUR,VIZI,0,0,15
Nepal,NEP01,PAPAF,PATIT,0,0,15
Nepal,NEP02,PAPAF,PATIT,2,0,15
Nepal,NEP03,PAPAF,PATIT,0,0,15
Nepal,NEP04,PAPAF,PATIT,0,0,15
Nepal,NEP05,PAPAF,PATIT,0,0,15
Nepal,NEP06,PAPAF,PATIT,0,0,15
Nepal,NEP07,PAPAF,PATIT,0,0,15
Nepal,NEP08,PAPAF,PATIT,0,2,15
Nepal,NEP09,PAPAF,PATIT,0,1,15
Nepal,NEP10,PAPAF,PATIT,1,0,15
Nepal,NEP11,PAPAF,PATIT,0,0,15
Nepal,NEP12,PAPAF,PATIT,0,1,15
Nepal,NEP13,PAPAF,PATIT,4,1,15
Nepal,NEP14,PAPAF,PATIT,2,0,15
Nepal,NEP15,PAPAF,PATIT,2,0,15
Nepal,NEP16,PAPAF,PATIT,1,0,15
Nepal,NEP17,PAPAF,PATIT,0,0,15
Nepal,NEP18,PAPAF,PATIT,0,0,15
Nepal,NEP19,PAPAF,PATIT,0,0,15
Nepal,NEP20,PAPAF,PATIT,1,0,15
Nepal,NEP21,PAPAF,PATIT,1,0,15
Nepal,NEP22,PAPAF,PATIT,0,0,15
Nepal,NEP23,PAPAF,PATIT,1,0,15
Nepal,NEP24,PAPAF,PATIT,2,0,15
Nepal,NEP25,PAPAF,PATIT,0,0,15
Nepal,NEP26,PAPAF,PATIT,1,1,15
Nepal,NEP27,PAPAF,PATIT,0,0,15
Nepal,NEP28,PAPAF,PATIT,0,1,15
Nepal,NEP29,PAPAF,PATIT,0,0,15
Nepal,NEP30,PAPAF,PATIT,1,2,15
Nepal,NEP31,PAPAF,PATIT,0,6,15
Nepal,NEP32,PAPAF,PATIT,0,2,15
Nepal,NEP33,PAPAF,PATIT,3,0,15
Nepal,NEP34,PAPAF,PATIT,1,2,15
Nepal,NEP35,PAPAF,PATIT,1,0,15
Nepal,NEP36,PAPAF,PATIT,1,3,15
Nepal,NEP37,PAPAF,PATIT,0,1,15
Nepal,NEP38,PAPAF,PATIT,1,1,15
Nepal,NEP39,PAPAF,PATIT,1,0,15
Nepal,NEP40,PAPAF,PATIT,0,3,15
Nepal,NEP41,PAPAF,PATIT,3,3,15
Nepal,NEP42,PAPAF,PATIT,0,2,15
Nepal,NEP43,PAPAF,PATIT,0,1,15
Nepal,NEP44,PAPAF,PATIT,0,1,15
Nepal,NEP45,PAPAF,PATIT,0,2,15
Nepal,NEP46,PAPAF,PATIT,2,4,15
Nepal,NEP47,PAPAF,PATIT,4,2,15
Nepal,NEP48,PAPAF,PATIT,2,0,15
Nepal,NEP49,PAPAF,PATIT,3,2,15
Nepal,NEP50,PAPAF,PATIT,0,2,15
Nepal,NEP51,PAPAF,PATIT,1,1,15
Nepal,NEP52,PAPAF,PATIT,0,1,15
Nepal,NEP53,PAPAF,PATIT,1,2,15
Nepal,NEP54,PAPAF,PATIT,0,2,15
Nepal,NEP55,PAPAF,PATIT,0,0,15
Nepal,NEP56,PAPAF,PATIT,0,0,15
Nepal,NEP57,PAPAF,PATIT,0,0,15
Nepal,NEP58,PAPAF,PATIT,1,3,15
Nepal,NEP59,PAPAF,PATIT,0,0,15
Nepal,NEP60,PAPAF,PATIT,1,1,15
Nepal,NEP61,PAPAF,PATIT,1,0,15
Nepal,NEP62,PAPAF,PATIT,0,1,15
Nepal,NEP63,PAPAF,PATIT,0,0,15
Nepal,NEP64,PAPAF,PATIT,0,0,15
Nepal,NEP65,PAPAF,PATIT,0,0,15
Nepal,NEP66,PAPAF,PATIT,0,2,15
Nepal,NEP67,PAPAF,PATIT,1,0,15
Nepal,NEP68,PAPAF,PATIT,0,0,15
Nepal,NEP69,PAPAF,PATIT,0,0,15
Nepal,NEP70,PAPAF,PATIT,0,2,15
Nepal,NEP71,PAPAF,PATIT,1,3,15
Nepal,NEP72,PAPAF,PATIT,1,0,15
Nepal,NEP73,PAPAF,PATIT,1,0,15
Nepal,NEP74,PAPAF,PATIT,0,1,15
Nepal,NEP75,PAPAF,PATIT,1,1,15
Nepal,NEP76,PAPAF,PATIT,1,0,15
Nepal,NEP77,PAPAF,PATIT,0,0,15
Nepal,NEP78,PAPAF,PATIT,0,0,15
Nepal,NEP01,PAPAF,PRBE,0,0,15
Nepal,NEP02,PAPAF,PRBE,2,0,15
Nepal,NEP03,PAPAF,PRBE,0,0,15
Nepal,NEP04,PAPAF,PRBE,0,0,15
Nepal,NEP05,PAPAF,PRBE,0,0,15
Nepal,NEP06,PAPAF,PRBE,0,1,15
Nepal,NEP07,PAPAF,PRBE,0,0,15
Nepal,NEP08,PAPAF,PRBE,0,0,15
Nepal,NEP09,PAPAF,PRBE,0,1,15
Nepal,NEP10,PAPAF,PRBE,1,0,15
Nepal,NEP11,PAPAF,PRBE,0,0,15
Nepal,NEP12,PAPAF,PRBE,0,0,15
Nepal,NEP13,PAPAF,PRBE,4,0,15
Nepal,NEP14,PAPAF,PRBE,2,1,15
Nepal,NEP15,PAPAF,PRBE,2,0,15
Nepal,NEP16,PAPAF,PRBE,1,0,15
Nepal,NEP17,PAPAF,PRBE,0,1,15
Nepal,NEP18,PAPAF,PRBE,0,0,15
Nepal,NEP19,PAPAF,PRBE,0,0,15
Nepal,NEP20,PAPAF,PRBE,1,1,15
Nepal,NEP21,PAPAF,PRBE,1,0,15
Nepal,NEP22,PAPAF,PRBE,0,0,15
Nepal,NEP23,PAPAF,PRBE,1,0,15
Nepal,NEP24,PAPAF,PRBE,2,3,15
Nepal,NEP25,PAPAF,PRBE,0,0,15
Nepal,NEP26,PAPAF,PRBE,1,0,15
Nepal,NEP27,PAPAF,PRBE,0,0,15
Nepal,NEP28,PAPAF,PRBE,0,0,15
Nepal,NEP29,PAPAF,PRBE,0,0,15
Nepal,NEP30,PAPAF,PRBE,1,0,15
Nepal,NEP31,PAPAF,PRBE,0,1,15
Nepal,NEP32,PAPAF,PRBE,0,0,15
Nepal,NEP33,PAPAF,PRBE,3,1,15
Nepal,NEP34,PAPAF,PRBE,1,0,15
Nepal,NEP35,PAPAF,PRBE,1,0,15
Nepal,NEP36,PAPAF,PRBE,1,1,15
Nepal,NEP37,PAPAF,PRBE,0,0,15
Nepal,NEP38,PAPAF,PRBE,1,0,15
Nepal,NEP39,PAPAF,PRBE,1,0,15
Nepal,NEP40,PAPAF,PRBE,0,0,15
Nepal,NEP41,PAPAF,PRBE,3,0,15
Nepal,NEP42,PAPAF,PRBE,0,0,15
Nepal,NEP43,PAPAF,PRBE,0,0,15
Nepal,NEP44,PAPAF,PRBE,0,0,15
Nepal,NEP45,PAPAF,PRBE,0,0,15
Nepal,NEP46,PAPAF,PRBE,2,0,15
Nepal,NEP47,PAPAF,PRBE,4,1,15
Nepal,NEP48,PAPAF,PRBE,2,1,15
Nepal,NEP49,PAPAF,PRBE,3,1,15
Nepal,NEP50,PAPAF,PRBE,0,1,15
Nepal,NEP51,PAPAF,PRBE,1,2,15
Nepal,NEP52,PAPAF,PRBE,0,0,15
Nepal,NEP53,PAPAF,PRBE,1,0,15
Nepal,NEP54,PAPAF,PRBE,0,0,15
Nepal,NEP55,PAPAF,PRBE,0,0,15
Nepal,NEP56,PAPAF,PRBE,0,0,15
Nepal,NEP57,PAPAF,PRBE,0,0,15
Nepal,NEP58,PAPAF,PRBE,1,0,15
Nepal,NEP59,PAPAF,PRBE,0,0,15
Nepal,NEP60,PAPAF,PRBE,1,0,15
Nepal,NEP61,PAPAF,PRBE,1,0,15
Nepal,NEP62,PAPAF,PRBE,0,0,15
Nepal,NEP63,PAPAF,PRBE,0,0,15
Nepal,NEP64,PAPAF,PRBE,0,0,15
Nepal,NEP65,PAPAF,PRBE,0,0,15
Nepal,NEP66,PAPAF,PRBE,0,0,15
Nepal,NEP67,PAPAF,PRBE,1,0,15
Nepal,NEP68,PAPAF,PRBE,0,0,15
Nepal,NEP69,PAPAF,PRBE,0,0,15
Nepal,NEP70,PAPAF,PRBE,0,0,15
Nepal,NEP71,PAPAF,PRBE,1,0,15
Nepal,NEP72,PAPAF,PRBE,1,0,15
Nepal,NEP73,PAPAF,PRBE,1,0,15
Nepal,NEP74,PAPAF,PRBE,0,0,15
Nepal,NEP75,PAPAF,PRBE,1,0,15
Nepal,NEP76,PAPAF,PRBE,1,0,15
Nepal,NEP77,PAPAF,PRBE,0,1,15
Nepal,NEP78,PAPAF,PRBE,0,0,15
Nepal,NEP01,PAPAF,VIIN,0,0,15
Nepal,NEP02,PAPAF,VIIN,2,0,15
Nepal,NEP03,PAPAF,VIIN,0,0,15
Nepal,NEP04,PAPAF,VIIN,0,0,15
Nepal,NEP05,PAPAF,VIIN,0,0,15
Nepal,NEP06,PAPAF,VIIN,0,0,15
Nepal,NEP07,PAPAF,VIIN,0,0,15
Nepal,NEP08,PAPAF,VIIN,0,0,15
Nepal,NEP09,PAPAF,VIIN,0,0,15
Nepal,NEP10,PAPAF,VIIN,1,0,15
Nepal,NEP11,PAPAF,VIIN,0,0,15
Nepal,NEP12,PAPAF,VIIN,0,0,15
Nepal,NEP13,PAPAF,VIIN,4,0,15
Nepal,NEP14,PAPAF,VIIN,2,0,15
Nepal,NEP15,PAPAF,VIIN,2,0,15
Nepal,NEP16,PAPAF,VIIN,1,0,15
Nepal,NEP17,PAPAF,VIIN,0,0,15
Nepal,NEP18,PAPAF,VIIN,0,0,15
Nepal,NEP19,PAPAF,VIIN,0,0,15
Nepal,NEP20,PAPAF,VIIN,1,0,15
Nepal,NEP21,PAPAF,VIIN,1,1,15
Nepal,NEP22,PAPAF,VIIN,0,0,15
Nepal,NEP23,PAPAF,VIIN,1,0,15
Nepal,NEP24,PAPAF,VIIN,2,0,15
Nepal,NEP25,PAPAF,VIIN,0,0,15
Nepal,NEP26,PAPAF,VIIN,1,0,15
Nepal,NEP27,PAPAF,VIIN,0,0,15
Nepal,NEP28,PAPAF,VIIN,0,0,15
Nepal,NEP29,PAPAF,VIIN,0,0,15
Nepal,NEP30,PAPAF,VIIN,1,0,15
Nepal,NEP31,PAPAF,VIIN,0,4,15
Nepal,NEP32,PAPAF,VIIN,0,2,15
Nepal,NEP33,PAPAF,VIIN,3,3,15
Nepal,NEP34,PAPAF,VIIN,1,0,15
Nepal,NEP35,PAPAF,VIIN,1,0,15
Nepal,NEP36,PAPAF,VIIN,1,0,15
Nepal,NEP37,PAPAF,VIIN,0,0,15
Nepal,NEP38,PAPAF,VIIN,1,0,15
Nepal,NEP39,PAPAF,VIIN,1,0,15
Nepal,NEP40,PAPAF,VIIN,0,0,15
Nepal,NEP41,PAPAF,VIIN,3,0,15
Nepal,NEP42,PAPAF,VIIN,0,0,15
Nepal,NEP43,PAPAF,VIIN,0,0,15
Nepal,NEP44,PAPAF,VIIN,0,0,15
Nepal,NEP45,PAPAF,VIIN,0,1,15
Nepal,NEP46,PAPAF,VIIN,2,3,15
Nepal,NEP47,PAPAF,VIIN,4,0,15
Nepal,NEP48,PAPAF,VIIN,2,0,15
Nepal,NEP49,PAPAF,VIIN,3,0,15
Nepal,NEP50,PAPAF,VIIN,0,0,15
Nepal,NEP51,PAPAF,VIIN,1,0,15
Nepal,NEP52,PAPAF,VIIN,0,0,15
Nepal,NEP53,PAPAF,VIIN,1,0,15
Nepal,NEP54,PAPAF,VIIN,0,2,15
Nepal,NEP55,PAPAF,VIIN,0,2,15
Nepal,NEP56,PAPAF,VIIN,0,0,15
Nepal,NEP57,PAPAF,VIIN,0,0,15
Nepal,NEP58,PAPAF,VIIN,1,0,15
Nepal,NEP59,PAPAF,VIIN,0,0,15
Nepal,NEP60,PAPAF,VIIN,1,0,15
Nepal,NEP61,PAPAF,VIIN,1,0,15
Nepal,NEP62,PAPAF,VIIN,0,0,15
Nepal,NEP63,PAPAF,VIIN,0,0,15
Nepal,NEP64,PAPAF,VIIN,0,0,15
Nepal,NEP65,PAPAF,VIIN,0,0,15
Nepal,NEP66,PAPAF,VIIN,0,0,15
Nepal,NEP67,PAPAF,VIIN,1,0,15
Nepal,NEP68,PAPAF,VIIN,0,0,15
Nepal,NEP69,PAPAF,VIIN,0,0,15
Nepal,NEP70,PAPAF,VIIN,0,2,15
Nepal,NEP71,PAPAF,VIIN,1,1,15
Nepal,NEP72,PAPAF,VIIN,1,0,15
Nepal,NEP73,PAPAF,VIIN,1,0,15
Nepal,NEP74,PAPAF,VIIN,0,0,15
Nepal,NEP75,PAPAF,VIIN,1,0,15
Nepal,NEP76,PAPAF,VIIN,1,0,15
Nepal,NEP77,PAPAF,VIIN,0,1,15
Nepal,NEP78,PAPAF,VIIN,0,0,15
Nepal,NEP01,PAPAF,VIZI,0,2,15
Nepal,NEP02,PAPAF,VIZI,2,0,15
Nepal,NEP03,PAPAF,VIZI,0,0,15
Nepal,NEP04,PAPAF,VIZI,0,0,15
Nepal,NEP05,PAPAF,VIZI,0,0,15
Nepal,NEP06,PAPAF,VIZI,0,0,15
Nepal,NEP07,PAPAF,VIZI,0,0,15
Nepal,NEP08,PAPAF,VIZI,0,1,15
Nepal,NEP09,PAPAF,VIZI,0,0,15
Nepal,NEP10,PAPAF,VIZI,1,1,15
Nepal,NEP11,PAPAF,VIZI,0,0,15
Nepal,NEP12,PAPAF,VIZI,0,0,15
Nepal,NEP13,PAPAF,VIZI,4,0,15
Nepal,NEP14,PAPAF,VIZI,2,1,15
Nepal,NEP15,PAPAF,VIZI,2,0,15
Nepal,NEP16,PAPAF,VIZI,1,0,15
Nepal,NEP17,PAPAF,VIZI,0,3,15
Nepal,NEP18,PAPAF,VIZI,0,0,15
Nepal,NEP19,PAPAF,VIZI,0,1,15
Nepal,NEP20,PAPAF,VIZI,1,0,15
Nepal,NEP21,PAPAF,VIZI,1,0,15
Nepal,NEP22,PAPAF,VIZI,0,0,15
Nepal,NEP23,PAPAF,VIZI,1,0,15
Nepal,NEP24,PAPAF,VIZI,2,0,15
Nepal,NEP25,PAPAF,VIZI,0,0,15
Nepal,NEP26,PAPAF,VIZI,1,0,15
Nepal,NEP27,PAPAF,VIZI,0,0,15
Nepal,NEP28,PAPAF,VIZI,0,1,15
Nepal,NEP29,PAPAF,VIZI,0,0,15
Nepal,NEP30,PAPAF,VIZI,1,0,15
Nepal,NEP31,PAPAF,VIZI,0,0,15
Nepal,NEP32,PAPAF,VIZI,0,0,15
Nepal,NEP33,PAPAF,VIZI,3,0,15
Nepal,NEP34,PAPAF,VIZI,1,0,15
Nepal,NEP35,PAPAF,VIZI,1,0,15
Nepal,NEP36,PAPAF,VIZI,1,0,15
Nepal,NEP37,PAPAF,VIZI,0,1,15
Nepal,NEP38,PAPAF,VIZI,1,0,15
Nepal,NEP39,PAPAF,VIZI,1,0,15
Nepal,NEP40,PAPAF,VIZI,0,2,15
Nepal,NEP41,PAPAF,VIZI,3,2,15
Nepal,NEP42,PAPAF,VIZI,0,0,15
Nepal,NEP43,PAPAF,VIZI,0,0,15
Nepal,NEP44,PAPAF,VIZI,0,0,15
Nepal,NEP45,PAPAF,VIZI,0,1,15
Nepal,NEP46,PAPAF,VIZI,2,0,15
Nepal,NEP47,PAPAF,VIZI,4,0,15
Nepal,NEP48,PAPAF,VIZI,2,3,15
Nepal,NEP49,PAPAF,VIZI,3,2,15
Nepal,NEP50,PAPAF,VIZI,0,5,15
Nepal,NEP51,PAPAF,VIZI,1,7,15
Nepal,NEP52,PAPAF,VIZI,0,1,15
Nepal,NEP53,PAPAF,VIZI,1,1,15
Nepal,NEP54,PAPAF,VIZI,0,3,15
Nepal,NEP55,PAPAF,VIZI,0,0,15
Nepal,NEP56,PAPAF,VIZI,0,0,15
Nepal,NEP57,PAPAF,VIZI,0,0,15
Nepal,NEP58,PAPAF,VIZI,1,0,15
Nepal,NEP59,PAPAF,VIZI,0,0,15
Nepal,NEP60,PAPAF,VIZI,1,0,15
Nepal,NEP61,PAPAF,VIZI,1,0,15
Nepal,NEP62,PAPAF,VIZI,0,0,15
Nepal,NEP63,PAPAF,VIZI,0,0,15
Nepal,NEP64,PAPAF,VIZI,0,0,15
Nepal,NEP65,PAPAF,VIZI,0,0,15
Nepal,NEP66,PAPAF,VIZI,0,0,15
Nepal,NEP67,PAPAF,VIZI,1,0,15
Nepal,NEP68,PAPAF,VIZI,0,0,15
Nepal,NEP69,PAPAF,VIZI,0,0,15
Nepal,NEP70,PAPAF,VIZI,0,0,15
Nepal,NEP71,PAPAF,VIZI,1,0,15
Nepal,NEP72,PAPAF,VIZI,1,0,15
Nepal,NEP73,PAPAF,VIZI,1,0,15
Nepal,NEP74,PAPAF,VIZI,0,0,15
Nepal,NEP75,PAPAF,VIZI,1,1,15
Nepal,NEP76,PAPAF,VIZI,1,0,15
Nepal,NEP77,PAPAF,VIZI,0,0,15
Nepal,NEP78,PAPAF,VIZI,0,0,15
Nepal,NEP01,PATIT,PRBE,0,0,15
Nepal,NEP02,PATIT,PRBE,0,0,15
Nepal,NEP03,PATIT,PRBE,0,0,15
Nepal,NEP04,PATIT,PRBE,0,0,15
Nepal,NEP05,PATIT,PRBE,0,0,15
Nepal,NEP06,PATIT,PRBE,0,1,15
Nepal,NEP07,PATIT,PRBE,0,0,15
Nepal,NEP08,PATIT,PRBE,2,0,15
Nepal,NEP09,PATIT,PRBE,1,1,15
Nepal,NEP10,PATIT,PRBE,0,0,15
Nepal,NEP11,PATIT,PRBE,0,0,15
Nepal,NEP12,PATIT,PRBE,1,0,15
Nepal,NEP13,PATIT,PRBE,1,0,15
Nepal,NEP14,PATIT,PRBE,0,1,15
Nepal,NEP15,PATIT,PRBE,0,0,15
Nepal,NEP16,PATIT,PRBE,0,0,15
Nepal,NEP17,PATIT,PRBE,0,1,15
Nepal,NEP18,PATIT,PRBE,0,0,15
Nepal,NEP19,PATIT,PRBE,0,0,15
Nepal,NEP20,PATIT,PRBE,0,1,15
Nepal,NEP21,PATIT,PRBE,0,0,15
Nepal,NEP22,PATIT,PRBE,0,0,15
Nepal,NEP23,PATIT,PRBE,0,0,15
Nepal,NEP24,PATIT,PRBE,0,3,15
Nepal,NEP25,PATIT,PRBE,0,0,15
Nepal,NEP26,PATIT,PRBE,1,0,15
Nepal,NEP27,PATIT,PRBE,0,0,15
Nepal,NEP28,PATIT,PRBE,1,0,15
Nepal,NEP29,PATIT,PRBE,0,0,15
Nepal,NEP30,PATIT,PRBE,2,0,15
Nepal,NEP31,PATIT,PRBE,6,1,15
Nepal,NEP32,PATIT,PRBE,2,0,15
Nepal,NEP33,PATIT,PRBE,0,1,15
Nepal,NEP34,PATIT,PRBE,2,0,15
Nepal,NEP35,PATIT,PRBE,0,0,15
Nepal,NEP36,PATIT,PRBE,3,1,15
Nepal,NEP37,PATIT,PRBE,1,0,15
Nepal,NEP38,PATIT,PRBE,1,0,15
Nepal,NEP39,PATIT,PRBE,0,0,15
Nepal,NEP40,PATIT,PRBE,3,0,15
Nepal,NEP41,PATIT,PRBE,3,0,15
Nepal,NEP42,PATIT,PRBE,2,0,15
Nepal,NEP43,PATIT,PRBE,1,0,15
Nepal,NEP44,PATIT,PRBE,1,0,15
Nepal,NEP45,PATIT,PRBE,2,0,15
Nepal,NEP46,PATIT,PRBE,4,0,15
Nepal,NEP47,PATIT,PRBE,2,1,15
Nepal,NEP48,PATIT,PRBE,0,1,15
Nepal,NEP49,PATIT,PRBE,2,1,15
Nepal,NEP50,PATIT,PRBE,2,1,15
Nepal,NEP51,PATIT,PRBE,1,2,15
Nepal,NEP52,PATIT,PRBE,1,0,15
Nepal,NEP53,PATIT,PRBE,2,0,15
Nepal,NEP54,PATIT,PRBE,2,0,15
Nepal,NEP55,PATIT,PRBE,0,0,15
Nepal,NEP56,PATIT,PRBE,0,0,15
Nepal,NEP57,PATIT,PRBE,0,0,15
Nepal,NEP58,PATIT,PRBE,3,0,15
Nepal,NEP59,PATIT,PRBE,0,0,15
Nepal,NEP60,PATIT,PRBE,1,0,15
Nepal,NEP61,PATIT,PRBE,0,0,15
Nepal,NEP62,PATIT,PRBE,1,0,15
Nepal,NEP63,PATIT,PRBE,0,0,15
Nepal,NEP64,PATIT,PRBE,0,0,15
Nepal,NEP65,PATIT,PRBE,0,0,15
Nepal,NEP66,PATIT,PRBE,2,0,15
Nepal,NEP67,PATIT,PRBE,0,0,15
Nepal,NEP68,PATIT,PRBE,0,0,15
Nepal,NEP69,PATIT,PRBE,0,0,15
Nepal,NEP70,PATIT,PRBE,2,0,15
Nepal,NEP71,PATIT,PRBE,3,0,15
Nepal,NEP72,PATIT,PRBE,0,0,15
Nepal,NEP73,PATIT,PRBE,0,0,15
Nepal,NEP74,PATIT,PRBE,1,0,15
Nepal,NEP75,PATIT,PRBE,1,0,15
Nepal,NEP76,PATIT,PRBE,0,0,15
Nepal,NEP77,PATIT,PRBE,0,1,15
Nepal,NEP78,PATIT,PRBE,0,0,15
Nepal,NEP01,PATIT,VIIN,0,0,15
Nepal,NEP02,PATIT,VIIN,0,0,15
Nepal,NEP03,PATIT,VIIN,0,0,15
Nepal,NEP04,PATIT,VIIN,0,0,15
Nepal,NEP05,PATIT,VIIN,0,0,15
Nepal,NEP06,PATIT,VIIN,0,0,15
Nepal,NEP07,PATIT,VIIN,0,0,15
Nepal,NEP08,PATIT,VIIN,2,0,15
Nepal,NEP09,PATIT,VIIN,1,0,15
Nepal,NEP10,PATIT,VIIN,0,0,15
Nepal,NEP11,PATIT,VIIN,0,0,15
Nepal,NEP12,PATIT,VIIN,1,0,15
Nepal,NEP13,PATIT,VIIN,1,0,15
Nepal,NEP14,PATIT,VIIN,0,0,15
Nepal,NEP15,PATIT,VIIN,0,0,15
Nepal,NEP16,PATIT,VIIN,0,0,15
Nepal,NEP17,PATIT,VIIN,0,0,15
Nepal,NEP18,PATIT,VIIN,0,0,15
Nepal,NEP19,PATIT,VIIN,0,0,15
Nepal,NEP20,PATIT,VIIN,0,0,15
Nepal,NEP21,PATIT,VIIN,0,1,15
Nepal,NEP22,PATIT,VIIN,0,0,15
Nepal,NEP23,PATIT,VIIN,0,0,15
Nepal,NEP24,PATIT,VIIN,0,0,15
Nepal,NEP25,PATIT,VIIN,0,0,15
Nepal,NEP26,PATIT,VIIN,1,0,15
Nepal,NEP27,PATIT,VIIN,0,0,15
Nepal,NEP28,PATIT,VIIN,1,0,15
Nepal,NEP29,PATIT,VIIN,0,0,15
Nepal,NEP30,PATIT,VIIN,2,0,15
Nepal,NEP31,PATIT,VIIN,6,4,15
Nepal,NEP32,PATIT,VIIN,2,2,15
Nepal,NEP33,PATIT,VIIN,0,3,15
Nepal,NEP34,PATIT,VIIN,2,0,15
Nepal,NEP35,PATIT,VIIN,0,0,15
Nepal,NEP36,PATIT,VIIN,3,0,15
Nepal,NEP37,PATIT,VIIN,1,0,15
