Year,ID,habitat,sec,State,new.state
2013,905_sh,Shelf,10,Movement,Rove
2013,906_sh,Shelf,20,Interaction,Aggression
2013,906_sh,Shelf,20,Movement,Rove
2013,906_sh,Shelf,2,Interaction,Female
2013,906_sh,Shelf,19,Movement,Rest
2013,906_sh,Shelf,9,Movement,Rove
2013,906_sh,Shelf,1,Interaction,Female
2013,906_sh,Shelf,38,Movement,Rest
2013,906_sh,Shelf,45,Movement,Rove
2013,906_sh,Shelf,6,Interaction,Female
2013,906_sh,Shelf,7,Movement,Rest
2013,906_sh,Shelf,1,Interaction,Female
2013,906_sh,Shelf,6,Movement,Rest
2013,906_sh,Shelf,2,Interaction,Female
2013,906_sh,Shelf,72,Movement,Rove
2013,901_sl,Slope,31,Movement,Rove
2013,901_sl,Slope,5,Interaction,Aggression
2013,901_sl,Slope,10,Movement,Rove
2013,901_sl,Slope,1,Interaction,Aggression
2013,901_sl,Slope,2,Interaction,Aggression
2013,901_sl,Slope,1,Interaction,Aggression
2013,901_sl,Slope,1,Interaction,Aggression
2013,901_sl,Slope,21,Interaction,Aggression
2013,901_sl,Slope,9,Movement,Rove
2013,901_sl,Slope,6,Interaction,Aggression
2013,901_sl,Slope,3,Interaction,Aggression
2013,901_sl,Slope,4,Interaction,Aggression
2013,901_sl,Slope,7,Movement,Rove
2013,901_sl,Slope,3,Interaction,Aggression
2013,901_sl,Slope,1,Interaction,Aggression
2013,901_sl,Slope,2,Interaction,Aggression
2013,901_sl,Slope,4,Movement,Rove
2013,901_sl,Slope,1,Interaction,Female
2013,901_sl,Slope,1,Interaction,Female
2013,901_sl,Slope,9,Movement,Rove
2013,901_sl,Slope,5,Interaction,Female
2013,901_sl,Slope,11,Movement,Rove
2013,901_sl,Slope,14,Interaction,Aggression
2013,901_sl,Slope,11,Movement,Rest
2013,901_sl,Slope,4,Movement,Rove
2013,901_sl,Slope,6,Interaction,Female
2013,901_sl,Slope,6,Interaction,Aggression
2013,901_sl,Slope,2,Interaction,Aggression
2013,901_sl,Slope,1,Interaction,Aggression
2013,901_sl,Slope,2,Interaction,Aggression
2013,901_sl,Slope,1,Interaction,Aggression
2013,901_sl,Slope,2,Interaction,Aggression
2013,901_sl,Slope,24,Movement,Rove
2013,902_sl,Slope,14,Movement,Rove
2013,902_sl,Slope,16,Interaction,Female
2013,902_sl,Slope,14,Interaction,Female
2013,902_sl,Slope,16,Interaction,Female
2013,902_sl,Slope,13,Interaction,Female
2013,902_sl,Slope,3,Movement,Rove
2013,902_sl,Slope,4,Interaction,Female
2013,902_sl,Slope,24,Movement,Rove
2013,902_sl,Slope,5,Interaction,Female
2013,902_sl,Slope,15,Movement,Rove
2013,902_sl,Slope,1,Interaction,Aggression
2013,902_sl,Slope,104,Interaction,Rove
2013,903_sl,Slope,9,Movement,Rove
2013,903_sl,Slope,1,Interaction,Aggression
2013,903_sl,Slope,28,Movement,Rove
2013,903_sl,Slope,19,Interaction,Female
2013,903_sl,Slope,2,Interaction,Aggression
2013,903_sl,Slope,22,Movement,Rove
2013,903_sl,Slope,73,Movement,Rest
2013,903_sl,Slope,49,Interaction,Aggression
2013,903_sl,Slope,30,Movement,Rove
2013,904_sl,Slope,25,Interaction,Aggression
2013,904_sl,Slope,10,Interaction,Aggression
2013,904_sl,Slope,1,Interaction,Aggression
2013,904_sl,Slope,3,Interaction,Aggression
2013,904_sl,Slope,115,Interaction,Aggression
2013,904_sl,Slope,81,Movement,Rest
2013,905_sl,Slope,240,Movement,Rove
2013,905_sl,Slope,32,Interaction,Aggression
2013,905_sl,Slope,56,Movement,Rove
2013,905_sl,Slope,7,Interaction,Aggression
2013,905_sl,Slope,115,Movement,Rove
2013,906_sl,Slope,14,Movement,Rest
2013,906_sl,Slope,2,Interaction,Aggression
2013,906_sl,Slope,10,Movement,Rove
2013,906_sl,Slope,11,Interaction,Aggression
2013,906_sl,Slope,5,Interaction,Aggression
2013,906_sl,Slope,79,Movement,Rove
2013,906_sl,Slope,29,Movement,Rest
2013,906_sl,Slope,59,Movement,Rove
2013,906_sl,Slope,12,Interaction,Aggression
2013,906_sl,Slope,10,Movement,Rove
2013,907_sl,Slope,1,Interaction,Aggression
2013,907_sl,Slope,9,Interaction,Aggression
2013,907_sl,Slope,2,Interaction,Aggression
2013,907_sl,Slope,5,Interaction,Aggression
2013,907_sl,Slope,11,Movement,Rove
2013,907_sl,Slope,3,Interaction,Aggression
2013,907_sl,Slope,10,Movement,Rove
2013,907_sl,Slope,1,Interaction,Aggression
2013,907_sl,Slope,19,Movement,Rove
2013,907_sl,Slope,6,Interaction,Female
2013,907_sl,Slope,7,Interaction,Aggression
2013,907_sl,Slope,6,Interaction,Aggression
2013,907_sl,Slope,3,Interaction,Aggression
2013,907_sl,Slope,18,Movement,Rove
2013,907_sl,Slope,5,Interaction,Aggression
2013,907_sl,Slope,20,Movement,Rove
2013,907_sl,Slope,99,Movement,Rest
2013,908_sl,Slope,9,Movement,Rove
2013,908_sl,Slope,1,Interaction,Aggression
2013,908_sl,Slope,97,Movement,Rove
2013,908_sl,Slope,39,Movement,Rest
2013,908_sl,Slope,12,Interaction,Aggression
2013,908_sl,Slope,7,Movement,Rove
2013,908_sl,Slope,4,Interaction,Aggression
2013,908_sl,Slope,13,Movement,Rove
2013,908_sl,Slope,28,Movement,Rest
2013,908_sl,Slope,6,Interaction,Female
2013,908_sl,Slope,3,Movement,Rove
2013,908_sl,Slope,10,Interaction,Aggression
